pwsid,name,type,population,owner_type,primary_source,address,lat,lng,total_violations,health_violations,unaddressed_violations,risk_level,marker_color
GA0710001,DOERUN,CWS,1010,L,GW,"DOERUN, Colquitt County, GA",32.38236663349737,-83.21733238624074,114,9,2,High,red
GA0710002,ELLENTON,CWS,359,L,GW,"ELLENTON, Colquitt County, GA",31.666130792678675,-84.55954170325488,2,0,0,Low,yellow
GA0710003,FUNSTON,CWS,653,L,GW,"FUNSTON, Colquitt County, GA",33.4595446010523,-81.98618483890169,63,0,0,Low,yellow
GA0710004,MOULTRIE,CWS,17067,L,GW,"MOULTRIE, Colquitt County, GA",32.4543116684213,-83.71094229373769,81,1,0,High,red
GA0710005,NORMAN PARK,CWS,1134,L,GW,"NORMAN PARK, Colquitt County, GA",32.94928426076556,-82.34857609801708,30,0,4,Medium,orange
GA0710008,COLQUITT COUNTY CHILD DEVELOPMENT  CTR,NTNCWS,178,L,GW,"MOULTRIE, Colquitt County, GA",31.845771662706937,-84.78354876315827,9,0,0,Low,yellow
GA0710009,HAMILTON ELEMENTARY SCHOOL,NTNCWS,320,L,GW,"HARTSFIELD, Colquitt County, GA",32.628772972516096,-83.11348898438843,11,0,0,Low,yellow
GA0710010,OKAPILCO ELEMENTARY SCHOOL,NTNCWS,500,L,GW,"MOULTRIE, Colquitt County, GA",32.43778511679513,-82.45730286192878,8,0,0,Low,yellow
GA0710015,SHADY GROVE SUBDIVISION,CWS,154,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,2,0,0,Low,yellow
GA0710016,SPENCETON SUBDIVISION 1,CWS,62,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,7,0,0,Low,yellow
GA0710017,SPENCETON SUBDIVISION 2,CWS,216,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,3,0,0,Low,yellow
GA0710021,SPENCEFIELD AIRPORT,CWS,528,L,GW,"MOULTRIE, Colquitt County, GA",32.05238035795364,-84.28840049126337,26,0,1,Medium,orange
GA0710023,TALLOKAS TRAILS/CIRCLE,CWS,451,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,50,0,0,Low,yellow
GA0710024,BEAR CREEK SUBDIVISION,CWS,383,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,5,0,0,Low,yellow
GA0710027,KENDALLWOOD CROSSING SUBDIVISION,CWS,97,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,4,0,0,Low,yellow
GA0710028,CRESTWOOD CROSSING SUBDIVISION,CWS,32,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,1,0,0,Low,yellow
GA0710029,VINLAND SUBDIVISION,CWS,57,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,8,0,0,Low,yellow
GA0710033,COUNTRY CIRCLE SUBDIVISION,CWS,76,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,412,2,0,High,red
GA0710034,GREEN ACRES MOBILE HOME EST,CWS,49,P,GW,"OMEGA, Colquitt County, GA",33.45625281215459,-82.76539658012356,160,9,1,High,red
GA0710038,PINEY GROVE SUBDIVISION,CWS,81,P,GW,"NORMAN PARK, Colquitt County, GA",31.674947866104816,-83.93367153996407,273,0,0,Low,yellow
GA0710040,RIVERWOOD SUBDIVISION,CWS,413,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,8,0,0,Low,yellow
GA0710041,SANDS MOBILE HOME PARK,CWS,73,P,GW,"MOULTRIE, Colquitt County, GA",32.00616740297593,-82.79176381726397,208,4,1,High,red
GA0710070,ODOM ELEMENTARY SCHOOL,NTNCWS,725,P,GW,"MOULTRIE, Colquitt County, GA",32.177357024479704,-83.33368283323212,11,0,0,Low,yellow
GA0710072,TALLOKAS ESTATES,CWS,54,P,GW,"MOULTRIE, Colquitt County, GA",33.39712750125425,-82.9196197449465,10,6,0,High,red
GA0710077,SOUTHLAKE SUBDIVISION,CWS,146,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,15,0,0,Low,yellow
GA0710081,PAVO ROAD FARM WS,CWS,86,P,GW,"NORMAN PARK, Colquitt County, GA",33.3597290436017,-82.24995547716757,39,0,0,Low,yellow
GA0710082,DEER RUN ESTATES MHP,CWS,86,P,GW,"NORMAN PARK, Colquitt County, GA",32.064174342113866,-83.8210319392359,26,0,0,Low,yellow
GA0710083,HOWARD KNIGHT TRAILER PARKS,CWS,151,P,GW,"MOULTRIE, Colquitt County, GA",33.24982165147777,-82.7242518788177,8,0,1,Medium,orange
GA0710085,THORNRIDGE SUBDIVISION,CWS,32,P,GW,"MOULTRIE, Colquitt County, GA",33.02004210276765,-82.08001740144392,11,0,1,Medium,orange
GA0710086,HAMILTON GROWERS MIGRANT CAMP,NTNCWS,300,P,GW,"NORMAN PARK, Colquitt County, GA",33.05672344589086,-82.84394887878493,18,0,0,Low,yellow
GA0710087,TALLOKAS TRAIL,CWS,105,P,GW,"THOMASVILLE, Colquitt County, GA",33.2853323389297,-84.58289329006041,20,0,0,Low,yellow
GA0710088,SUNLIT PINES MHP,CWS,39,P,GW,"CAMILLA, Colquitt County, GA",31.772435766156594,-83.71981711575708,13,0,0,Low,yellow
GA0710089,GREENFIELD MHP,CWS,76,P,GW,"MOULTRIE, Colquitt County, GA",32.546536269903974,-81.98074320805014,15,0,0,Low,yellow
GA0710091,HAVEN HILL ESTATES MHP,CWS,327,P,GW,"NORMAN PARK, Colquitt County, GA",32.08453469195147,-82.24215192098997,21,0,1,Medium,orange
GA0710092,BAKER FARMS MIGRANT CAMP,NTNCWS,200,P,GW,"ADEL, Colquitt County, GA",32.520063692882566,-83.48100313875193,4,0,0,Low,yellow
GA0710093,HILLTOP SUBDIVISION,CWS,41,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,5,0,0,Low,yellow
GA0710097,SHADOWOODS SUBDIVISION,CWS,105,P,GW,"SAVANNAH, Colquitt County, GA",32.0835,-81.0998,21,0,0,Low,yellow
GA0710099,LIBERTY FAITH CHRISTIAN ACADEMY,NTNCWS,25,P,GW,"MOULTRIE, Colquitt County, GA",32.266782553788936,-84.89071601352278,8,0,0,Low,yellow
GA0710101,L&M FARMS MOULTRIE CAMP,NTNCWS,110,P,GW,"MOULTRIE, Colquitt County, GA",32.45168249383561,-84.52944655490752,49,48,1,High,red
GA0710102,KNIGHT HOUSING DEVELOPMENT,TNCWS,50,P,GW,"MOULTRIE, Colquitt County, GA",32.12492938827761,-81.9777749561314,4,4,0,High,red
GA0710103,THE ENCLAVE SUBDIVISION,CWS,32,P,GW,"MOULTRIE, Colquitt County, GA",32.343025369399484,-84.07013866173864,0,0,0,Good,green
GA0730000,COLUMBIA COUNTY,CWS,124763,L,SW,"MARTINEZ, Columbia County, GA",33.18685622927452,-84.44674170806819,17,2,0,High,red
GA0730001,GROVETOWN,CWS,16000,L,SWP,"GROVETOWN, Columbia County, GA",32.291779719987446,-82.72486048093289,57,11,0,High,red
GA0730009,DNR-MISTLETOE STATE PARK,TNCWS,999,S,GW,"APPLING, Columbia County, GA",33.48016602344065,-84.25085603804054,14,0,0,Low,yellow
GA0730010,MARTINEZ WATER ASSOC.,CWS,150,P,GW,"MARTINEZ, Columbia County, GA",32.26237497311486,-84.25644389121261,24,0,0,Low,yellow
GA0730017,WINDY ACRES MOBILE HOME PARK,CWS,162,P,GW,"GROVETOWN, Columbia County, GA",32.71227761939785,-83.29320914731736,10,0,2,Medium,orange
GA0730020,MOBILE CITY MOBILE HOME PARK,CWS,87,P,GW,"AUGUSTA, Columbia County, GA",33.4735,-82.0105,74,24,0,High,red
GA0730022,PINENEEDLE COMMUNITY LIVING,CWS,150,P,GW,"HARLEM, Columbia County, GA",33.4735,-82.0105,77,2,4,High,red
GA0730052,TRADEWINDS MARINA,TNCWS,692,P,GW,"APPLING, Columbia County, GA",33.62324538908836,-82.26877819447381,47,2,0,High,red
GA0730081,AUGUSTA SAILING CLUB,TNCWS,302,P,GW,"EVANS, Columbia County, GA",31.87491570866594,-82.15175351622658,7,0,0,Low,yellow
GA0750000,ADEL,CWS,6560,L,GW,"ADEL, Cook County, GA",32.11903362369236,-83.1813949082849,8,0,0,Low,yellow
GA0750001,CECIL,CWS,446,L,GW,"CECIL, Cook County, GA",32.27253163294684,-82.5083124737286,25,0,2,Medium,orange
GA0750002,LENOX,CWS,1083,L,GW,"LENOX, Cook County, GA",32.019096973404125,-84.48930572580333,286,4,0,High,red
GA0750003,SPARKS,CWS,1887,L,GW,"SPARKS, Cook County, GA",33.38991103136852,-83.14918030118058,57,2,1,High,red
GA0750004,DNR-REED BINGHAM STATE PARK,TNCWS,92,S,GW,"ADEL, Cook County, GA",32.03919608266716,-83.0025917569996,33,0,0,Low,yellow
GA0750037,CIRCLESTONE COUNTRY CLUB,TNCWS,92,P,GW,"ADEL, Cook County, GA",33.428368655715644,-83.22871870072387,46,0,0,Low,yellow
GA0750043,PIDDLER`S RIDGE RV PARK,TNCWS,31,P,GW,"ADEL, Cook County, GA",33.48993781387447,-83.31529740460361,12,0,0,Low,yellow
GA0750044,CIRCLESTONE CC SUBDIVISION,CWS,51,P,GW,"SAVANNAH, Cook County, GA",32.0835,-81.0998,21,0,0,Low,yellow
GA0750046,PARKER'S CATFISH HOUSE,TNCWS,270,P,GW,"NASHVILLE, Cook County, GA",33.53804888978731,-84.2155281947304,4,0,0,Low,yellow
GA0770001,GRANTVILLE,CWS,3221,L,SWP,"GRANTVILLE, Coweta County, GA",31.99601629050872,-84.8640247435013,117,30,0,High,red
GA0770002,NEWNAN UTILITIES,CWS,49987,L,SW,"NEWNAN, Coweta County, GA",32.98358980957631,-83.38528714927503,36,0,0,Low,yellow
GA0770003,SENOIA,CWS,6367,L,SW,"SENOIA, Coweta County, GA",32.152627428453684,-82.42621238182895,56,15,0,High,red
GA0770004,TURIN,CWS,671,L,GW,"TURIN, Coweta County, GA",33.546784598965075,-83.15309651316984,55,0,0,Low,yellow
GA0770014,MEADOWVIEW SUBDIVISION,CWS,146,P,GW,"ROSWELL, Coweta County, GA",34.0232,-84.3616,121,4,1,High,red
GA0770021,SOUTH OAKS MOBILE HOME PARK,CWS,471,P,GW,"DALLAS, Coweta County, GA",33.30473888454552,-84.4606543709183,64,0,1,Medium,orange
GA0770030,SWEETBRIAR MOBILE HOME PARK,CWS,270,P,GW,"JACKSON, Coweta County, GA",32.212576075809885,-82.99297917294126,91,1,0,High,red
GA0770037,WEDGEWOOD ESTATES SUBDIVISION,CWS,120,P,GW,"ROSWELL, Coweta County, GA",34.0232,-84.3616,121,1,1,High,red
GA0770042,COWETA WATER & SEWER AUTH.,CWS,92907,L,SW,"NEWNAN, Coweta County, GA",33.45075404174523,-83.26279929967463,31,14,0,High,red
GA0770103,PINE HILL EST/HEARTHSTONE SUBDIVISION,CWS,341,P,GW,"ROSWELL, Coweta County, GA",34.0232,-84.3616,109,0,1,Medium,orange
GA0770114,ASPEN WOODS LAKE,CWS,88,P,GW,"ROSWELL, Coweta County, GA",34.0232,-84.3616,105,4,1,High,red
GA0770117,THE GATES SUBDIVISION,CWS,369,P,GW,"ROSWELL, Coweta County, GA",34.0232,-84.3616,95,1,0,High,red
GA0770119,PEACHTREE LANDING SUBDIVISION,CWS,94,P,GW,"ROSWELL, Coweta County, GA",34.0232,-84.3616,90,0,3,Medium,orange
GA0770136,DNR-CHATTAHOOCHEE BEND STATE PK VIST CEN,TNCWS,25,S,GW,"HELEN, Coweta County, GA",31.705393848736115,-83.11118819045929,18,0,1,Medium,orange
GA0770137,DNR-CHATTAHOOCHEE BEND STATE PK CAMPGRND,TNCWS,156,S,GW,"HELEN, Coweta County, GA",32.445016051546695,-84.69832962942104,16,0,0,Low,yellow
GA0790000,ROBERTA,CWS,3221,L,GW,"ROBERTA, Crawford County, GA",33.43356194577656,-83.38698313134137,47,8,0,High,red
GA0790001,GSA-CAMP MARTHA JOHNSTON,TNCWS,15,P,GW,"LIZELLA, Crawford County, GA",32.30978682114159,-83.36273035102617,12,0,0,Low,yellow
GA0790007,CAMP ECHECONNEE,TNCWS,234,P,GW,"LIZELLA, Crawford County, GA",33.18053068245971,-83.39729853816716,25,7,0,High,red
GA0790008,CRAWFORD COUNTY ESTATES,CWS,167,P,GW,"ATLANTA, Crawford County, GA",33.749,-84.388,47,5,0,High,red
GA0790012,CRAWFORD CO.-MUSELLA WATER SYSTEM,CWS,127,P,GW,"ROBERTA, Crawford County, GA",31.673361923179957,-82.06450756632188,96,4,0,High,red
GA0790017,CRAWFORD COUNTY WATER SYSTEM,CWS,2392,L,GW,"ROBERTA, Crawford County, GA",32.154600221012544,-83.94470653393253,10,0,0,Low,yellow
GA0810000,ARABI,CWS,480,L,GW,"ARABI, Crisp County, GA",33.21518386410619,-82.18073007830802,11,0,0,Low,yellow
GA0810001,CORDELE,CWS,11880,L,GW,"CORDELE, Crisp County, GA",33.36786354764321,-83.27798180624534,6,0,0,Low,yellow
GA0810002,CRISP ACADEMY SCHOOL,NTNCWS,386,P,GW,"CORDELE, Crisp County, GA",33.09544879349308,-82.59544249426497,43,12,0,High,red
GA0810003,DNR-GA VETERANS MEMORIAL PARK,TNCWS,80,S,GW,"CORDELE, Crisp County, GA",33.260699405031424,-83.84095095322336,20,6,0,High,red
GA0810004,CRISP COUNTY PUBLIC WORKS,NTNCWS,46,L,GW,"CORDELE, Crisp County, GA",32.82747102712179,-82.6788089175962,16,0,0,Low,yellow
GA0810006,RICONNUCK KNOLL SUBDIVISION,CWS,170,P,GW,"CORDELE, Crisp County, GA",32.236338760949685,-82.10452748622512,94,7,0,High,red
GA0810007,CEDAR LAKE ESTATES,CWS,84,P,GW,"CORDELE, Crisp County, GA",33.49989294585492,-82.97644836511644,85,3,1,High,red
GA0810008,TRULUCK-DOGWOOD HILLS SUBDIVISION,CWS,54,P,GW,"CORDELE, Crisp County, GA",32.12634991256627,-84.62335887760915,83,0,1,Medium,orange
GA0810011,EAST CRISP APARTMENTS,CWS,46,P,GW,"CORDELE, Crisp County, GA",31.81527828834203,-82.12609446795162,108,14,1,High,red
GA0810013,TRULUCK-OAK PARK SUBDIVISION,CWS,48,P,GW,"CORDELE, Crisp County, GA",32.02027703443189,-83.78519731334264,86,0,1,Medium,orange
GA0810021,COMMUNITY WATER SYSTEM,CWS,151,P,GW,"CORDELE, Crisp County, GA",32.67164267960782,-83.39814337531573,42,1,0,High,red
GA0810022,PERLIS TRUCK STOP,TNCWS,140,P,GW,"CORDELE, Crisp County, GA",32.029341405428084,-84.2459547062891,88,9,0,High,red
GA0810044,TRULUCK-BRAN-TRE SUBDIVISION,CWS,59,P,GW,"CORDELE, Crisp County, GA",31.985212606156953,-83.55959146818024,127,0,1,Medium,orange
GA0810048,HEAVENLY WATERS RV PARK,TNCWS,42,P,GW,"CORDELE, Crisp County, GA",31.78282778842202,-82.80303260015596,59,17,0,High,red
GA0810050,TRULUCK-TIMBERLAND PLANTATION,CWS,84,P,GW,"CORDELE, Crisp County, GA",32.599973045300985,-84.84500932651117,84,2,2,High,red
GA0810051,DNR-GA VETERANS PK GOLF COURSE,TNCWS,215,S,GW,"CORDELE, Crisp County, GA",32.90076499171217,-83.84020847867947,18,0,0,Low,yellow
GA0810053,TRULUCK-SUNNYBROOK FARMS SD,CWS,92,P,GW,"CORDELE, Crisp County, GA",31.77477721488963,-84.12282690524297,87,4,1,High,red
GA0810063,LAKESIDE SUBDIVISION,TNCWS,43,P,GW,"ALBANY, Crisp County, GA",31.5785,-84.1557,11,2,0,High,red
GA0810064,LAKE BLACKSHEAR AREA,CWS,3977,L,GW,"CORDELE, Crisp County, GA",32.67912545458156,-82.694606704064,14,0,0,Low,yellow
GA0810066,WELLS BLUFF,CWS,32,P,GW,"CORDELE, Crisp County, GA",32.99481414233296,-84.3886499471262,59,0,0,Low,yellow
GA0830000,DADE COUNTY WATER AUTHORITY,CWS,16285,L,SW,"TRENTON, Dade County, GA",32.717511585420105,-83.17678811061809,21,1,0,High,red
GA0850000,DAWSONVILLE,CWS,4433,L,SWP,"DAWSONVILLE, Dawson County, GA",33.197123680362175,-82.63597581681614,25,0,0,Low,yellow
GA0850007,ETOWAH,CWS,21389,L,SW,"DAWSONVILLE, Dawson County, GA",31.925208773527885,-82.69743336584841,31,22,0,High,red
GA0850012,ATHENS BOAT CLUB,CWS,325,P,GW,"DAWSONVILLE, Dawson County, GA",32.99169444217,-84.37679509658275,49,17,2,High,red
GA0850019,PARADISE VALLEY RESORT,TNCWS,150,P,GW,"DAWSONVILLE, Dawson County, GA",33.124790081511556,-84.20066234279939,64,21,0,High,red
GA0850020,DNR-AMICALOLA FALLS STATE PARK,NTNCWS,297,S,GW,"DAWSONVILLE, Dawson County, GA",32.552626092516086,-84.17177244631225,8,3,0,High,red
GA0850025,UNDER THE HEMLOCK,TNCWS,26,P,GW,"DAWSONVILLE, Dawson County, GA",32.86858582857601,-84.01488696423618,26,3,0,High,red
GA0850026,DNR-LEN FOOTE HIKE INN LODGE,TNCWS,45,S,GW,"DAWSONVILLE, Dawson County, GA",33.59961951273133,-82.31497180888637,10,0,0,Low,yellow
GA0850027,GOLDEN RIDGE,CWS,42,P,GW,"BLAIRSVILLE, Dawson County, GA",32.019971923878906,-84.02582153620384,30,0,6,Medium,orange
GA0850029,THE VILLAGE AT PARADISE VALLEY,CWS,195,P,GW,"DAWSONVILLE, Dawson County, GA",32.449301015591445,-83.96614699636366,54,0,1,Medium,orange
GA0850031,ATLANTA MOTORSPORTS PARK,TNCWS,88,P,GW,"DAWSONVILLE, Dawson County, GA",31.823896516242534,-82.02015039489197,0,0,0,Good,green
GA0870000,ATTAPULGUS,CWS,750,L,GW,"ATTAPULGUS, Decatur County, GA",33.17741165016313,-82.32081597086838,61,53,0,High,red
GA0870001,BAINBRIDGE,CWS,15125,L,GW,"BAINBRIDGE, Decatur County, GA",32.09071814897399,-83.20790049773699,18,1,0,High,red
GA0870002,BRINSON,CWS,552,L,GW,"BRINSON, Decatur County, GA",32.42903933068664,-82.71105786791372,83,39,1,High,red
GA0870003,CLIMAX,CWS,383,L,GW,"CLIMAX, Decatur County, GA",32.98670675101341,-83.67111754968003,41,2,0,High,red
GA0870004,DECATUR COUNTY INDUSTRIAL PARK,CWS,1100,L,GW,"BAINBRIDGE, Decatur County, GA",31.715923921953905,-84.6515721269918,8,2,0,High,red
GA0870005,BASF CORPORATION,NTNCWS,200,P,GW,"ATTAPULGUS, Decatur County, GA",31.894946595340073,-83.05674341714962,19,0,0,Low,yellow
GA0870007,RBE II,CWS,124,P,GW,"BAINBRIDGE, Decatur County, GA",33.28122321696986,-83.16736017891303,42,16,0,High,red
GA0870022,AT EASE CAMPGROUND AND MARINA,TNCWS,60,P,GW,"BAINBRIDGE, Decatur County, GA",33.08403314250228,-84.57516776318292,51,0,0,Low,yellow
GA0870030,MEADOWBROOK SUBDIVISION,CWS,68,P,GW,"BAINBRIDGE, Decatur County, GA",32.70562778646514,-84.33384479531468,134,8,4,High,red
GA0870037,USCE-HALES LANDING,TNCWS,25,F,GW,"BAINBRIDGE, Decatur County, GA",31.966970854855393,-84.07328220692854,29,6,0,High,red
GA0870040,USCE RIVER JUNCTION ACCESS AREA,TNCWS,20,F,GW,"BAINBRIDGE, Decatur County, GA",32.25557947098042,-83.6718882501493,21,0,0,Low,yellow
GA0870049,USCE-CHATTAHOOCHEE PARK,TNCWS,45,F,GW,"BAINBRIDGE, Decatur County, GA",31.683445139957374,-82.72743516640678,16,0,0,Low,yellow
GA0870055,"RED BLUFF ENTERPRISES, LLC",CWS,266,P,GW,"BAINBRIDGE, Decatur County, GA",33.56400409333536,-84.0792625116123,29,9,0,High,red
GA0870058,SP TRUCK STOP,TNCWS,217,P,GW,"BAINBRIDGE, Decatur County, GA",31.934267374305296,-83.21822756023855,11,5,0,High,red
GA0870060,POND HOUSE RESTAURANT,TNCWS,50,P,GW,"BAINBRIDGE, Decatur County, GA",32.30379000221519,-83.71420767336939,30,4,0,High,red
GA0870061,FEDERATED TRUST SUBDIVISION WATER SYS.,CWS,130,P,GW,"BAINBRIDGE, Decatur County, GA",33.3067677825196,-84.07408040694645,144,3,4,High,red
GA0870065,WRIGHT`S TRAILER PARK,CWS,51,P,GW,"BAINBRIDGE, Decatur County, GA",33.37118782149943,-82.7166300179186,34,0,1,Medium,orange
GA0870070,BIG HOUSE-ATTAPULGUS,TNCWS,100,P,GW,"BAINBRIDGE, Decatur County, GA",32.3170415579492,-82.00019957878602,31,2,0,High,red
GA0870071,MR BIG`S APARTMENTS,TNCWS,45,P,GW,"CAMILLA, Decatur County, GA",33.55900748958772,-84.85967360769396,35,6,0,High,red
GA0870073,DUKES WATER SYSTEM,TNCWS,120,P,GW,"BAINBRIDGE, Decatur County, GA",33.50493072732711,-84.87715252398802,12,0,0,Low,yellow
GA0870075,BAINBRIDGE EXPRESS #2,TNCWS,50,P,GW,"BAINBRIDGE, Decatur County, GA",32.39041477503869,-83.55174372627037,58,24,0,High,red
GA0870076,PACIFIC TOMATO GROWERS,TNCWS,200,P,GW,"BAINBRIDGE, Decatur County, GA",32.034229953941804,-84.34571187815718,4,0,0,Low,yellow
GA0870080,SOUTHERN RACEWAY MX,TNCWS,57,P,GW,"BAINBRIDGE, Decatur County, GA",32.29294734163945,-84.504285134445,0,0,0,Good,green
GA0890001,DEKALB COUNTY,CWS,743000,L,SW,"STONE MOUNTAIN, DeKalb County, GA",33.7673,-84.2806,8,0,0,Low,yellow
GA0910000,CHAUNCEY,CWS,305,L,GW,"CHAUNCEY, Dodge County, GA",32.593995979186616,-82.82994027342578,57,1,0,High,red
GA0910001,CHESTER,CWS,1808,L,GW,"CHESTER, Dodge County, GA",32.760065604964566,-82.89909196593045,28,3,0,High,red
GA0910002,EASTMAN,CWS,8844,L,GW,"EASTMAN, Dodge County, GA",33.04364702464446,-82.78666152986474,27,4,0,High,red
GA0910003,RHINE,CWS,340,L,GW,"RHINE, Dodge County, GA",32.64879903467237,-82.48534066296213,62,0,0,Low,yellow
GA0910030,DNR-DODGE CO PUBLIC FISHING,TNCWS,50,S,GW,"EASTMAN, Dodge County, GA",32.18971022944345,-82.75879197095587,28,3,0,High,red
GA0910032,BRIDGES OF HOPE II,NTNCWS,35,P,GW,"HOMERVILLE, Dodge County, GA",32.50981005853946,-83.21703500430668,8,3,0,High,red
GA0930000,BYROMVILLE,CWS,495,L,GW,"BYROMVILLE, Dooly County, GA",32.595737823547516,-83.47236828647274,27,7,0,High,red
GA0930001,LILLY,CWS,200,L,GW,"LILLY, Dooly County, GA",31.828733785919425,-82.30931811809117,32,0,0,Low,yellow
GA0930002,PINEHURST,CWS,1649,L,GW,"PINEHURST, Dooly County, GA",32.8887608231666,-83.7575048104592,52,0,1,Medium,orange
GA0930003,UNADILLA,CWS,3469,L,GW,"UNADILLA, Dooly County, GA",31.834679656893204,-82.60675416405677,51,11,0,High,red
GA0930004,VIENNA,CWS,3540,L,GW,"VIENNA, Dooly County, GA",32.70399767589478,-82.66433878126968,24,0,0,Low,yellow
GA0930032,DOOLING,CWS,141,L,GW,"DOOLING, Dooly County, GA",32.87398180111639,-84.29721785490933,66,3,0,High,red
GA0930034,"UNADILLA HOLDING COMPANY, LLC",TNCWS,85,P,GW,"UNADILLA, Dooly County, GA",31.81078138718167,-84.11047112263252,9,0,0,Low,yellow
GA0950000,ALBANY,CWS,92208,L,GW,"ALBANY, Dougherty County, GA",31.5785,-84.1557,39,10,0,High,red
GA0950006,CARVER SUBDIVISION,CWS,92,P,GW,"ALBANY, Dougherty County, GA",31.5785,-84.1557,19,0,0,Low,yellow
GA0950010,HOLLANDS FOLLY SUBDIVISION  #1,CWS,356,P,GW,"ALBANY, Dougherty County, GA",31.5785,-84.1557,11,0,0,Low,yellow
GA0950011,HOLLANDS AND HATCHER S/D,CWS,51,P,GW,"ALBANY, Dougherty County, GA",31.5785,-84.1557,13,1,0,High,red
GA0950035,USMC-LOGISTICS,CWS,3350,F,GW,"ALBANY, Dougherty County, GA",31.5785,-84.1557,28,0,0,Low,yellow
GA0950065,CREEKSIDE RV PARK,CWS,240,P,GW,"ALBANY, Dougherty County, GA",31.5785,-84.1557,39,0,0,Low,yellow
GA0950066,NEW BEGINNINGS CHRISTIAN SCHOOL,NTNCWS,70,P,GW,"ALBANY, Dougherty County, GA",31.5785,-84.1557,19,8,1,High,red
GA0970000,DOUGLASVILLE-DOUGLAS COUNTY WSA,CWS,110219,L,SW,"DOUGLASVILLE, Douglas County, GA",32.75061645064194,-84.83912040731109,6,0,0,Low,yellow
GA0990000,BLAKELY,CWS,5716,L,GW,"BLAKELY, Early County, GA",32.44601972213254,-84.80758482473743,28,11,0,High,red
GA0990001,DAMASCUS,CWS,240,L,GW,"DAMASCUS, Early County, GA",32.87107703237573,-83.79445983974016,69,23,0,High,red
GA0990002,JAKIN,CWS,262,L,GW,"JAKIN, Early County, GA",32.73665643826463,-82.46627574662415,27,0,0,Low,yellow
GA0990004,DNR-KOLOMOKI SP-STAY USE,TNCWS,200,S,GW,"BLAKELY, Early County, GA",33.175610589710736,-84.89446518999762,6,1,0,High,red
GA0990006,PAPER MILL WS,NTNCWS,475,P,GW,"CEDAR SPRINGS, Early County, GA",32.93454201984178,-84.49588526033163,8,0,0,Low,yellow
GA0990007,WOODYARD WS,NTNCWS,75,P,GW,"CEDAR SPRINGS, Early County, GA",33.38198489720052,-83.52531698801224,17,0,0,Low,yellow
GA0990008,REPUBLIC CONDUIT,NTNCWS,125,P,GW,"CEDAR SPRINGS, Early County, GA",33.43610021383893,-84.27375464064622,9,0,0,Low,yellow
GA0990009,LOG CABIN RESTAURANT,TNCWS,73,P,GW,"BLAKELY, Early County, GA",32.58109752280068,-83.75100288985173,12,7,0,High,red
GA0990022,DNR-KOLOMOKI SP-GROUP CAMP,TNCWS,200,S,GW,"BLAKELY, Early County, GA",32.68423855990695,-82.10208181492884,9,0,0,Low,yellow
GA0990023,DNR-KOLOMOKI SP-DAY USE AREA,TNCWS,200,S,GW,"BLAKELY, Early County, GA",32.51765457812502,-82.74471368308775,3,0,0,Low,yellow
GA0990024,DNR-KOLOMOKI SP-MUSEUM,TNCWS,200,S,GW,"BLAKELY, Early County, GA",32.89310248159071,-83.36852465628752,7,0,0,Low,yellow
GA1010000,ECHOLS COUNTY WATER AUTHORITY,CWS,972,L,GW,"STATENVILLE, Echols County, GA",33.10490902886308,-84.29035416020398,144,80,1,High,red
GA1010001,LITTLE RIVER ESTATES MHP,CWS,54,P,GW,"LAKE PARK, Echols County, GA",33.35334533764051,-82.2425928777357,136,42,0,High,red
GA1010006,J.B.G. WATER SYSTEM,TNCWS,70,P,GW,"LAKE PARK, Echols County, GA",32.890831932113606,-84.26626724500315,3,0,0,Low,yellow
GA1010007,COTTONWOOD CAMP,TNCWS,150,P,GW,"STATENVILLE, Echols County, GA",32.84163237195591,-84.80560848976417,18,0,0,Low,yellow
GA1030000,GUYTON,CWS,2394,L,GW,"GUYTON, Effingham County, GA",33.372201649738024,-84.1798283259994,20,0,1,Medium,orange
GA1030001,RINCON WATER SYSTEM,CWS,15654,L,SWP,"RINCON, Effingham County, GA",31.814210990753857,-84.21391229950812,40,3,0,High,red
GA1030002,SPRINGFIELD,CWS,3100,L,GW,"SPRINGFIELD, Effingham County, GA",32.17630836079657,-81.97173587543237,49,2,0,High,red
GA1030006,SPRINGFIELD CENTRAL ELEMENTARY,NTNCWS,50,L,GW,"SPRINGFIELD, Effingham County, GA",31.75143557089861,-82.00709110614925,11,0,0,Low,yellow
GA1030007,INTERFOR U.S. INC. - MELDRIM DIVISION,NTNCWS,220,P,GW,"MELDRIM, Effingham County, GA",33.05028498787532,-82.39144210433204,26,9,0,High,red
